Method,Model,Accuracy,Precision,Recall,F1
vt,ANN,0.7728395061728395,0.7744162586658399,0.7728395061728395,0.7695362149572633
vt,CNN,0.8074074074074075,0.8085494835227859,0.8074074074074075,0.8077327018864668
