Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8814814814814815,0.8828621758867289,0.8814814814814815,0.8810158539758421
Gradient Boosting,0.8246913580246914,0.8263748351932311,0.8246913580246914,0.8245654125959431
KNN,0.7975308641975308,0.800255635754166,0.7975308641975308,0.7965817470480232
Random Forest,0.8271604938271605,0.8298730165044981,0.8271604938271605,0.8258668246156222
Decision Tree,0.7086419753086419,0.7035450890376517,0.7086419753086419,0.7047908181652824
SVM,0.854320987654321,0.8561293197216002,0.854320987654321,0.8545730364519526
