Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7703703703703704,0.7706810103278803,0.7703703703703704,0.7700982446949448
Gradient Boosting,0.7358024691358025,0.7359090408668952,0.7358024691358025,0.7355432746917495
KNN,0.7135802469135802,0.7198793730590966,0.7135802469135802,0.7082144520920579
Random Forest,0.7481481481481481,0.7486139906078744,0.7481481481481481,0.746732345387108
Decision Tree,0.671604938271605,0.6711943795185562,0.671604938271605,0.671312927988661
SVM,0.7358024691358025,0.7372243836125508,0.7358024691358025,0.7357647722928525
