Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7283950617283951,0.7314093500196064,0.7283950617283951,0.728516923254507
Gradient Boosting,0.7135802469135802,0.7210678215923993,0.7135802469135802,0.7150864345187141
KNN,0.6888888888888889,0.6848432017422236,0.6888888888888889,0.6860488457858054
Random Forest,0.6938271604938272,0.7003794643964635,0.6938271604938272,0.6950239500896875
Decision Tree,0.6395061728395062,0.6453202580821452,0.6395061728395062,0.6398530355033295
SVM,0.725925925925926,0.730025646470091,0.725925925925926,0.726755228180751
