Accuracy,Precision,Recall,F1,Method,Model,Optimizer,TimeSec,OptFolder,SourceFile
0.7876543209876543,0.7879100229434902,0.7876543209876543,0.7868788029704153,rfe,Logistic Regression,Randomized,6.7566077709198,orfe,randomized_search_results.csv
0.7654320987654321,0.7707390295281243,0.7654320987654321,0.7661332782853902,rfe,Gradient Boosting,Randomized,54.144224882125854,orfe,randomized_search_results.csv
0.7333333333333333,0.7405905941783208,0.7333333333333333,0.7305845760163577,rfe,KNN,Randomized,0.9977593421936036,orfe,randomized_search_results.csv
0.762962962962963,0.7706172109410685,0.762962962962963,0.7642620668724472,rfe,Random Forest,Randomized,22.700573682785038,orfe,randomized_search_results.csv
0.7111111111111111,0.7115649273078809,0.7111111111111111,0.7099328509508274,rfe,Decision Tree,Randomized,0.1102619171142578,orfe,randomized_search_results.csv
0.7777777777777778,0.7781809274181074,0.7777777777777778,0.777325863642584,rfe,SVM,Randomized,5.427926063537598,orfe,randomized_search_results.csv
0.7876543209876543,0.7886274129339851,0.7876543209876543,0.7871443551932665,rfe,Logistic Regression,Grid,0.0846498012542724,orfe,grid_search_results.csv
0.7358024691358025,0.7393271898229653,0.7358024691358025,0.735712304154863,rfe,Gradient Boosting,Grid,29.232149600982662,orfe,grid_search_results.csv
0.7209876543209877,0.7289332466808021,0.7209876543209877,0.718708320396207,rfe,KNN,Grid,0.5201632976531982,orfe,grid_search_results.csv
0.7679012345679013,0.7746309979758615,0.7679012345679013,0.7688641297362491,rfe,Random Forest,Grid,4.099642276763916,orfe,grid_search_results.csv
0.6888888888888889,0.7036492953405539,0.6888888888888889,0.683657757475706,rfe,Decision Tree,Grid,0.0495285987854003,orfe,grid_search_results.csv
0.7753086419753087,0.7779815650595793,0.7753086419753087,0.7747174599193378,rfe,SVM,Grid,0.823951005935669,orfe,grid_search_results.csv
0.7876543209876543,0.7886274129339851,0.7876543209876543,0.7871443551932665,rfe,Logistic Regression,Bayes,11.386498928070068,orfe,bayes_search_results.csv
0.7654320987654321,0.7687602628012322,0.7654320987654321,0.7659902298228127,rfe,Gradient Boosting,Bayes,141.58676552772522,orfe,bayes_search_results.csv
0.7135802469135802,0.7201249536379026,0.7135802469135802,0.7114143025946372,rfe,KNN,Bayes,48.157349586486816,orfe,bayes_search_results.csv
0.7802469135802469,0.7873793705992711,0.7802469135802469,0.7818311490464626,rfe,Random Forest,Bayes,30.4496169090271,orfe,bayes_search_results.csv
0.7037037037037037,0.7070987701557286,0.7037037037037037,0.7036571630931329,rfe,Decision Tree,Bayes,10.41195273399353,orfe,bayes_search_results.csv
0.7703703703703704,0.7734883765775706,0.7703703703703704,0.7700708360193131,rfe,SVM,Bayes,25.24497675895691,orfe,bayes_search_results.csv
0.7901234567901234,0.7911687718850705,0.7901234567901234,0.7890762813842568,skb,Logistic Regression,Randomized,4.485506772994995,oskb,randomized_search_results.csv
0.7308641975308642,0.732487049140644,0.7308641975308642,0.7283134658740048,skb,Gradient Boosting,Randomized,53.439817667007446,oskb,randomized_search_results.csv
