Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7679012345679013,0.7712153513764939,0.7679012345679013,0.7683735322045809
Gradient Boosting,0.7185185185185186,0.7244730333897406,0.7185185185185186,0.7198338357737583
KNN,0.7012345679012346,0.6992453197389455,0.7012345679012346,0.6973546723644505
Random Forest,0.7209876543209877,0.7222567354964159,0.7209876543209877,0.7204711334986831
Decision Tree,0.6469135802469136,0.6488443378313219,0.6469135802469136,0.6473638357779169
SVM,0.745679012345679,0.7495387823993614,0.745679012345679,0.746331828141088
