Method,Model,Accuracy,Precision,Recall,F1
rfe,ANN,0.7679012345679013,0.7720653459029857,0.7679012345679013,0.7652354475652261
rfe,CNN,0.762962962962963,0.7695986571249276,0.762962962962963,0.7632626335260135
