Method,Model,Accuracy,Precision,Recall,F1
skb,ANN,0.7753086419753087,0.7737700040567425,0.7753086419753087,0.7727187897521596
skb,CNN,0.7580246913580246,0.7642316558618168,0.7580246913580246,0.7593170217726033
