Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8691358024691358,0.8709200823806642,0.8691358024691358,0.8685945204863073
Gradient Boosting,0.837037037037037,0.8384472756315854,0.837037037037037,0.8371351839302962
KNN,0.7851851851851852,0.7873003969552714,0.7851851851851852,0.7848950655905079
Random Forest,0.8444444444444444,0.8455120765624655,0.8444444444444444,0.8440456624495153
Decision Tree,0.725925925925926,0.7204289126824935,0.725925925925926,0.7204909948553959
SVM,0.854320987654321,0.8556994862362497,0.854320987654321,0.8545739323807405
