Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7753086419753087,0.7806979085814736,0.7753086419753087,0.7761522949233507
Gradient Boosting,0.7703703703703704,0.7767138628518425,0.7703703703703704,0.7717533646150584
KNN,0.674074074074074,0.6809442502790577,0.674074074074074,0.6707569698157606
Random Forest,0.7333333333333333,0.7395696303445851,0.7333333333333333,0.7344441932897187
Decision Tree,0.6493827160493827,0.6511717297170564,0.6493827160493827,0.6490493136531408
SVM,0.7580246913580246,0.7641458291963747,0.7580246913580246,0.7583793032220331
