Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7876543209876543,0.7876156470428777,0.7876543209876543,0.7857719708975298
Gradient Boosting,0.7333333333333333,0.7336399703198511,0.7333333333333333,0.7321530813204208
KNN,0.7061728395061728,0.7069618652550005,0.7061728395061728,0.699540545492003
Random Forest,0.7283950617283951,0.7322368989035656,0.7283950617283951,0.7291584592261208
Decision Tree,0.6,0.5964931399735074,0.6,0.5978703131947702
SVM,0.762962962962963,0.765043336115074,0.762962962962963,0.763226082591213
