Method,Model,Accuracy,Precision,Recall,F1
etc,ANN,0.7654320987654321,0.7636625514939854,0.7654320987654321,0.7617266135839306
etc,CNN,0.782716049382716,0.7891044661785404,0.782716049382716,0.7840137415204554
