Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7901234567901234,0.7892930190912727,0.7901234567901234,0.7888798180190392
Gradient Boosting,0.7580246913580246,0.7618329853502053,0.7580246913580246,0.7592715008880506
KNN,0.7185185185185186,0.7186844591165579,0.7185185185185186,0.7175442737473604
Random Forest,0.7407407407407407,0.7449362483768655,0.7407407407407407,0.7409353098449581
Decision Tree,0.6888888888888889,0.69356922383535,0.6888888888888889,0.6898582779200761
SVM,0.7728395061728395,0.7762553677918537,0.7728395061728395,0.7727469331849898
