Method,Model,Accuracy,Precision,Recall,F1
skb,ANN,0.7580246913580246,0.760585757747338,0.7580246913580246,0.7558986412381608
skb,CNN,0.7580246913580246,0.7653672081005197,0.7580246913580246,0.7595017126865161
