Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8641975308641975,0.8666711924199182,0.8641975308641975,0.8641718725301755
Gradient Boosting,0.8197530864197531,0.8215912911218681,0.8197530864197531,0.8196516058558784
KNN,0.8074074074074075,0.8094993321755349,0.8074074074074075,0.8063815840852437
Random Forest,0.8148148148148148,0.8169586565341871,0.8148148148148148,0.8142393403222682
Decision Tree,0.7382716049382716,0.7408255882185018,0.7382716049382716,0.7381462063023
SVM,0.8419753086419753,0.844429673118748,0.8419753086419753,0.8418711846653878
