Method,Model,Accuracy,Precision,Recall,F1
fscs,ANN,0.7432098765432099,0.744374930165694,0.7432098765432099,0.7408416715097875
fscs,CNN,0.7308641975308642,0.7336612493526506,0.7308641975308642,0.7312474062715609
