Method,Model,Accuracy,Precision,Recall,F1
mu,ANN,0.7135802469135802,0.7139113190663516,0.7135802469135802,0.7116466134060462
mu,CNN,0.7308641975308642,0.7451466792573965,0.7308641975308642,0.734377808682064
