Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7901234567901234,0.791502472129668,0.7901234567901234,0.7890148834596109
Gradient Boosting,0.7407407407407407,0.7398109083049174,0.7407407407407407,0.7391430865904703
KNN,0.6666666666666666,0.6666209273811886,0.6666666666666666,0.6600883194794641
Random Forest,0.7407407407407407,0.7434257022723205,0.7407407407407407,0.7413056768930574
Decision Tree,0.6098765432098765,0.6095635480151116,0.6098765432098765,0.6076768020262648
SVM,0.7753086419753087,0.7764764522312346,0.7753086419753087,0.7754009579206504
