Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7901234567901234,0.7907138389478652,0.7901234567901234,0.7894778659351936
Gradient Boosting,0.7604938271604939,0.7651884215446993,0.7604938271604939,0.7611474198699895
KNN,0.7283950617283951,0.7328215933622844,0.7283950617283951,0.7254589190709286
Random Forest,0.762962962962963,0.7669485519723581,0.762962962962963,0.7642076157690975
Decision Tree,0.6493827160493827,0.6538231461692557,0.6493827160493827,0.6502092177571869
SVM,0.7802469135802469,0.784794868826693,0.7802469135802469,0.7794562751562379
