Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8049382716049382,0.8050983081847279,0.8049382716049382,0.8041277897313581
Gradient Boosting,0.7703703703703704,0.770837818583192,0.7703703703703704,0.7693757760861226
KNN,0.6790123456790124,0.6786721158427291,0.6790123456790124,0.6711844776048689
Random Forest,0.7308641975308642,0.731416200825493,0.7308641975308642,0.7300805558327773
Decision Tree,0.6419753086419753,0.6480393025118297,0.6419753086419753,0.6440723719392667
SVM,0.7975308641975308,0.798466146613352,0.7975308641975308,0.796489268193943
