Accuracy,Precision,Recall,F1,Method,Model,Optimizer,TimeSec,OptFolder,SourceFile
0.8296296296296296,0.8300297344867618,0.8296296296296296,0.8295904554605502,rfe,Logistic Regression,Randomized,7.541896343231201,orfe,randomized_search_results.csv
0.7876543209876543,0.790046416862536,0.7876543209876543,0.7880607422832621,rfe,Gradient Boosting,Randomized,93.38601160049438,orfe,randomized_search_results.csv
0.7506172839506173,0.7511902306793058,0.7506172839506173,0.7503982265109695,rfe,KNN,Randomized,0.3282198905944824,orfe,randomized_search_results.csv
0.7802469135802469,0.7823676268861454,0.7802469135802469,0.7810026850971781,rfe,Random Forest,Randomized,11.17044973373413,orfe,randomized_search_results.csv
0.745679012345679,0.7440861086434815,0.745679012345679,0.7433083645953836,rfe,Decision Tree,Randomized,0.1267993450164795,orfe,randomized_search_results.csv
0.7901234567901234,0.7902412822376357,0.7901234567901234,0.789632187856054,rfe,SVM,Randomized,3.850232124328613,orfe,randomized_search_results.csv
0.8296296296296296,0.8300297344867618,0.8296296296296296,0.8295904554605502,rfe,Logistic Regression,Grid,0.0902817249298095,orfe,grid_search_results.csv
0.7753086419753087,0.7764896434509965,0.7753086419753087,0.7754119491907655,rfe,Gradient Boosting,Grid,14.16750979423523,orfe,grid_search_results.csv
0.7481481481481481,0.7471471550986013,0.7481481481481481,0.7459366374992886,rfe,KNN,Grid,0.1645424365997314,orfe,grid_search_results.csv
0.782716049382716,0.7834598374172601,0.782716049382716,0.7827203727227089,rfe,Random Forest,Grid,2.064009428024292,orfe,grid_search_results.csv
0.7407407407407407,0.7377593513525548,0.7407407407407407,0.7384639467882896,rfe,Decision Tree,Grid,0.0527677536010742,orfe,grid_search_results.csv
0.7975308641975308,0.7978240652808554,0.7975308641975308,0.7965852141941581,rfe,SVM,Grid,0.7764573097229004,orfe,grid_search_results.csv
0.8296296296296296,0.8300297344867618,0.8296296296296296,0.8295904554605502,rfe,Logistic Regression,Bayes,33.64593553543091,orfe,bayes_search_results.csv
0.7950617283950617,0.7980896385339206,0.7950617283950617,0.7956465905953748,rfe,Gradient Boosting,Bayes,164.59288835525513,orfe,bayes_search_results.csv
0.7432098765432099,0.742986099880543,0.7432098765432099,0.7421535429852443,rfe,KNN,Bayes,20.229828357696533,orfe,bayes_search_results.csv
0.7753086419753087,0.7779023272467015,0.7753086419753087,0.7760176855390566,rfe,Random Forest,Bayes,67.38798308372498,orfe,bayes_search_results.csv
0.7407407407407407,0.740554744192274,0.7407407407407407,0.7398264848199488,rfe,Decision Tree,Bayes,13.624081134796144,orfe,bayes_search_results.csv
0.7950617283950617,0.7958996590060545,0.7950617283950617,0.7941328408316672,rfe,SVM,Bayes,20.58616185188293,orfe,bayes_search_results.csv
0.817283950617284,0.8190286310747521,0.817283950617284,0.8177827403320362,skb,Logistic Regression,Randomized,1.131331443786621,oskb,randomized_search_results.csv
0.745679012345679,0.7459553457542082,0.745679012345679,0.7441536085745973,skb,Gradient Boosting,Randomized,50.301435708999634,oskb,randomized_search_results.csv
0.7728395061728395,0.7748889243883763,0.7728395061728395,0.7710771399480506,skb,KNN,Randomized,0.3768556118011474,oskb,randomized_search_results.csv
0.7876543209876543,0.7888904274767977,0.7876543209876543,0.7876699794164573,skb,Random Forest,Randomized,22.43648052215576,oskb,randomized_search_results.csv
0.6888888888888889,0.6912623179289845,0.6888888888888889,0.6858062707100895,skb,Decision Tree,Randomized,0.1122767925262451,oskb,randomized_search_results.csv
0.7925925925925926,0.7918160863699608,0.7925925925925926,0.7909120634122085,skb,SVM,Randomized,3.734718799591065,oskb,randomized_search_results.csv
0.817283950617284,0.8186726327148609,0.817283950617284,0.8174306846476589,skb,Logistic Regression,Grid,0.0981431007385253,oskb,grid_search_results.csv
0.7975308641975308,0.7977694957331583,0.7975308641975308,0.7971723727631476,skb,Gradient Boosting,Grid,17.74595546722412,oskb,grid_search_results.csv
0.7481481481481481,0.7481298160796871,0.7481481481481481,0.7466238123072174,skb,KNN,Grid,0.1745648384094238,oskb,grid_search_results.csv
0.7802469135802469,0.7804234757599985,0.7802469135802469,0.7789244233978575,skb,Random Forest,Grid,3.7701120376586914,oskb,grid_search_results.csv
0.7012345679012346,0.7016508921031152,0.7012345679012346,0.6999486212736731,skb,Decision Tree,Grid,0.0559618473052978,oskb,grid_search_results.csv
0.7950617283950617,0.7955825856732611,0.7950617283950617,0.7938015979532945,skb,SVM,Grid,0.8395330905914307,oskb,grid_search_results.csv
0.817283950617284,0.819014139351832,0.817283950617284,0.8179392141796757,skb,Logistic Regression,Bayes,17.41117548942566,oskb,bayes_search_results.csv
0.7950617283950617,0.7950311392562648,0.7950617283950617,0.7940658317057451,skb,Gradient Boosting,Bayes,146.7380907535553,oskb,bayes_search_results.csv
0.745679012345679,0.7456859896080165,0.745679012345679,0.7438525007220511,skb,KNN,Bayes,18.130818605422974,oskb,bayes_search_results.csv
0.7802469135802469,0.7848137555118369,0.7802469135802469,0.7785626142968735,skb,Random Forest,Bayes,93.3221230506897,oskb,bayes_search_results.csv
0.6962962962962963,0.6951051352883292,0.6962962962962963,0.6948701840783786,skb,Decision Tree,Bayes,16.655498504638672,oskb,bayes_search_results.csv
0.7925925925925926,0.7919751473103671,0.7925925925925926,0.7913931796619648,skb,SVM,Bayes,21.46321582794189,oskb,bayes_search_results.csv
0.8197530864197531,0.8246302923288871,0.8197530864197531,0.8190469976119586,fscs,Logistic Regression,Randomized,0.94179105758667,ofscs,randomized_search_results.csv
0.7777777777777778,0.783914386859276,0.7777777777777778,0.7785825864717298,fscs,Gradient Boosting,Randomized,49.8760974407196,ofscs,randomized_search_results.csv
0.7481481481481481,0.7533512047258847,0.7481481481481481,0.7476250454716826,fscs,KNN,Randomized,0.6928682327270508,ofscs,randomized_search_results.csv
0.8074074074074075,0.8103153604468212,0.8074074074074075,0.8067963520317449,fscs,Random Forest,Randomized,19.49900460243225,ofscs,randomized_search_results.csv
0.7506172839506173,0.7549061465100424,0.7506172839506173,0.7513176232544557,fscs,Decision Tree,Randomized,0.3453633785247803,ofscs,randomized_search_results.csv
0.8074074074074075,0.8099932671223167,0.8074074074074075,0.8072669756779193,fscs,SVM,Randomized,7.1009581089019775,ofscs,randomized_search_results.csv
0.8197530864197531,0.8246302923288871,0.8197530864197531,0.8190469976119586,fscs,Logistic Regression,Grid,0.0860505104064941,ofscs,grid_search_results.csv
0.7901234567901234,0.7937686705519716,0.7901234567901234,0.7896386746164098,fscs,Gradient Boosting,Grid,13.628347873687744,ofscs,grid_search_results.csv
0.7333333333333333,0.7388310000860125,0.7333333333333333,0.7336227250368675,fscs,KNN,Grid,0.3821678161621094,ofscs,grid_search_results.csv
0.7802469135802469,0.7825856589490368,0.7802469135802469,0.7789285723999686,fscs,Random Forest,Grid,3.4921231269836426,ofscs,grid_search_results.csv
0.725925925925926,0.7267046362287118,0.725925925925926,0.723288035204342,fscs,Decision Tree,Grid,0.1799652576446533,ofscs,grid_search_results.csv
0.8123456790123457,0.8148891518562502,0.8123456790123457,0.8118711789720239,fscs,SVM,Grid,1.5339105129241943,ofscs,grid_search_results.csv
0.8197530864197531,0.8246302923288871,0.8197530864197531,0.8190469976119586,fscs,Logistic Regression,Bayes,17.469169855117798,ofscs,bayes_search_results.csv
0.7901234567901234,0.7949538562953197,0.7901234567901234,0.7893131638714531,fscs,Gradient Boosting,Bayes,203.659672498703,ofscs,bayes_search_results.csv
0.7481481481481481,0.7533512047258847,0.7481481481481481,0.7476250454716826,fscs,KNN,Bayes,46.60769462585449,ofscs,bayes_search_results.csv
0.8,0.8028421806776758,0.8,0.7978711306140278,fscs,Random Forest,Bayes,72.86035561561584,ofscs,bayes_search_results.csv
0.762962962962963,0.764331789333192,0.762962962962963,0.761988527776188,fscs,Decision Tree,Bayes,42.14562058448792,ofscs,bayes_search_results.csv
0.8123456790123457,0.8145821251653247,0.8123456790123457,0.8122126285327993,fscs,SVM,Bayes,31.577247858047485,ofscs,bayes_search_results.csv
0.8419753086419753,0.8407285815972938,0.8419753086419753,0.8409320388894963,etc,Logistic Regression,Randomized,1.1226646900177002,oetc,randomized_search_results.csv
0.7802469135802469,0.7827183361484419,0.7802469135802469,0.7805008540340379,etc,Gradient Boosting,Randomized,52.713178396224976,oetc,randomized_search_results.csv
0.7506172839506173,0.7481352273777991,0.7506172839506173,0.7476811686964944,etc,KNN,Randomized,0.7336657047271729,oetc,randomized_search_results.csv
0.8074074074074075,0.8092769486715504,0.8074074074074075,0.8072898231172049,etc,Random Forest,Randomized,12.938204526901243,oetc,randomized_search_results.csv
0.7185185185185186,0.7184492706639228,0.7185185185185186,0.717851220807784,etc,Decision Tree,Randomized,0.1160497665405273,oetc,randomized_search_results.csv
0.8074074074074075,0.8084233049512066,0.8074074074074075,0.8076891900965973,etc,SVM,Randomized,4.41256594657898,oetc,randomized_search_results.csv
0.8419753086419753,0.8407285815972938,0.8419753086419753,0.8409320388894963,etc,Logistic Regression,Grid,0.0857784748077392,oetc,grid_search_results.csv
0.7802469135802469,0.7821259774406484,0.7802469135802469,0.780741083081455,etc,Gradient Boosting,Grid,15.11469268798828,oetc,grid_search_results.csv
0.762962962962963,0.7623881402672097,0.762962962962963,0.7607806230179112,etc,KNN,Grid,0.4235689640045166,oetc,grid_search_results.csv
0.782716049382716,0.7848687269026551,0.782716049382716,0.7831350532548509,etc,Random Forest,Grid,1.9847431182861328,oetc,grid_search_results.csv
0.7358024691358025,0.7377915817492338,0.7358024691358025,0.7365920687105927,etc,Decision Tree,Grid,0.0460832118988037,oetc,grid_search_results.csv
0.817283950617284,0.8168259971494506,0.817283950617284,0.8162557171619267,etc,SVM,Grid,0.8450775146484375,oetc,grid_search_results.csv
0.8419753086419753,0.8407285815972938,0.8419753086419753,0.8409320388894963,etc,Logistic Regression,Bayes,17.543370008468628,oetc,bayes_search_results.csv
0.7851851851851852,0.7870958948560733,0.7851851851851852,0.7854971970916214,etc,Gradient Boosting,Bayes,228.46170830726624,oetc,bayes_search_results.csv
0.762962962962963,0.7623881402672097,0.762962962962963,0.7607806230179112,etc,KNN,Bayes,25.645309925079346,oetc,bayes_search_results.csv
0.7950617283950617,0.7957730404206504,0.7950617283950617,0.7946851300680479,etc,Random Forest,Bayes,39.40654635429382,oetc,bayes_search_results.csv
0.6888888888888889,0.685354657687991,0.6888888888888889,0.6868007717537437,etc,Decision Tree,Bayes,15.065765380859377,oetc,bayes_search_results.csv
0.8123456790123457,0.8117199639236422,0.8123456790123457,0.8112356513931585,etc,SVM,Bayes,21.85966801643372,oetc,bayes_search_results.csv
0.817283950617284,0.8190286310747521,0.817283950617284,0.8177827403320362,pc,Logistic Regression,Randomized,1.2021856307983398,opc,randomized_search_results.csv
0.7950617283950617,0.7948675999546607,0.7950617283950617,0.7948809960501153,pc,Gradient Boosting,Randomized,54.43304610252381,opc,randomized_search_results.csv
0.7728395061728395,0.7748889243883763,0.7728395061728395,0.7710771399480506,pc,KNN,Randomized,0.343315839767456,opc,randomized_search_results.csv
0.7851851851851852,0.7875053736693608,0.7851851851851852,0.783606129673009,pc,Random Forest,Randomized,11.82625150680542,opc,randomized_search_results.csv
0.6839506172839506,0.6885935088982599,0.6839506172839506,0.6817030304139333,pc,Decision Tree,Randomized,0.1170945167541503,opc,randomized_search_results.csv
0.7925925925925926,0.7918160863699608,0.7925925925925926,0.7909120634122085,pc,SVM,Randomized,3.918370962142944,opc,randomized_search_results.csv
0.817283950617284,0.8186726327148609,0.817283950617284,0.8174306846476589,pc,Logistic Regression,Grid,0.1081488132476806,opc,grid_search_results.csv
0.7975308641975308,0.7977694957331583,0.7975308641975308,0.7971723727631476,pc,Gradient Boosting,Grid,13.895621538162231,opc,grid_search_results.csv
0.7481481481481481,0.7481298160796871,0.7481481481481481,0.7466238123072174,pc,KNN,Grid,0.164156436920166,opc,grid_search_results.csv
0.7777777777777778,0.7778212808209966,0.7777777777777778,0.7769182565441901,pc,Random Forest,Grid,2.111811399459839,opc,grid_search_results.csv
0.7037037037037037,0.70539542755631,0.7037037037037037,0.7029003934278131,pc,Decision Tree,Grid,0.0570466518402099,opc,grid_search_results.csv
0.7950617283950617,0.7955825856732611,0.7950617283950617,0.7938015979532945,pc,SVM,Grid,0.8329212665557861,opc,grid_search_results.csv
0.817283950617284,0.819014139351832,0.817283950617284,0.8179392141796757,pc,Logistic Regression,Bayes,17.905881881713867,opc,bayes_search_results.csv
0.7876543209876543,0.7889932549974388,0.7876543209876543,0.7870860031638266,pc,Gradient Boosting,Bayes,119.72151708602904,opc,bayes_search_results.csv
0.745679012345679,0.7456859896080165,0.745679012345679,0.7438525007220511,pc,KNN,Bayes,20.016870260238647,opc,bayes_search_results.csv
0.7753086419753087,0.7766712711157155,0.7753086419753087,0.7745789211061689,pc,Random Forest,Bayes,37.25381565093994,opc,bayes_search_results.csv
0.691358024691358,0.6907785731836094,0.691358024691358,0.6901377076408949,pc,Decision Tree,Bayes,18.820231914520264,opc,bayes_search_results.csv
0.7925925925925926,0.7919751473103671,0.7925925925925926,0.7913931796619648,pc,SVM,Bayes,20.722346305847168,opc,bayes_search_results.csv
0.817283950617284,0.8190286310747521,0.817283950617284,0.8177827403320362,mi,Logistic Regression,Randomized,1.8228487968444824,omi,randomized_search_results.csv
0.7950617283950617,0.7948675999546607,0.7950617283950617,0.7948809960501153,mi,Gradient Boosting,Randomized,53.18916344642639,omi,randomized_search_results.csv
0.7728395061728395,0.7748889243883763,0.7728395061728395,0.7710771399480506,mi,KNN,Randomized,0.3315033912658691,omi,randomized_search_results.csv
0.7654320987654321,0.7663089929880956,0.7654320987654321,0.7651915358159209,mi,Random Forest,Randomized,11.187469005584717,omi,randomized_search_results.csv
0.6839506172839506,0.6885935088982599,0.6839506172839506,0.6817030304139333,mi,Decision Tree,Randomized,0.1329541206359863,omi,randomized_search_results.csv
0.7925925925925926,0.7918160863699608,0.7925925925925926,0.7909120634122085,mi,SVM,Randomized,4.930336236953735,omi,randomized_search_results.csv
0.817283950617284,0.8186726327148609,0.817283950617284,0.8174306846476589,mi,Logistic Regression,Grid,0.1439461708068847,omi,grid_search_results.csv
