Method,Model,Accuracy,Precision,Recall,F1
pc,ANN,0.7432098765432099,0.7427976381848868,0.7432098765432099,0.7366798500468207
pc,CNN,0.7679012345679013,0.7713565848940506,0.7679012345679013,0.7685958188332673
