Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7876543209876543,0.7880990173110725,0.7876543209876543,0.7862661723760926
Gradient Boosting,0.7283950617283951,0.7286403125909298,0.7283950617283951,0.727297091913224
KNN,0.6790123456790124,0.6788387842983495,0.6790123456790124,0.6707937983232101
Random Forest,0.745679012345679,0.7484398072381611,0.745679012345679,0.7465756355473683
Decision Tree,0.6098765432098765,0.6078708410661933,0.6098765432098765,0.6078862966226128
SVM,0.7604938271604939,0.7631560176262524,0.7604938271604939,0.7609912045973488
