Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7876543209876543,0.7886274129339851,0.7876543209876543,0.7871443551932665
Gradient Boosting,0.7358024691358025,0.7393271898229653,0.7358024691358025,0.735712304154863
KNN,0.7185185185185186,0.7209094539232521,0.7185185185185186,0.7155153283395099
Random Forest,0.7728395061728395,0.7782194417675767,0.7728395061728395,0.774412010696255
Decision Tree,0.6617283950617284,0.6680610267616175,0.6617283950617284,0.6606188642213188
SVM,0.7753086419753087,0.7779815650595793,0.7753086419753087,0.7747174599193378
