Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7703703703703704,0.7697539464461559,0.7703703703703704,0.7698481837759878
Gradient Boosting,0.7481481481481481,0.7476798206631285,0.7481481481481481,0.7470344566431874
KNN,0.691358024691358,0.6950041948511213,0.691358024691358,0.686164278389218
Random Forest,0.7432098765432099,0.742570199165896,0.7432098765432099,0.7423632944303235
Decision Tree,0.6666666666666666,0.6657835821200737,0.6666666666666666,0.6658602673671995
SVM,0.745679012345679,0.7454096603586527,0.745679012345679,0.7451173392731347
