Method,Model,Accuracy,Precision,Recall,F1
pc,ANN,0.7901234567901234,0.795973395220279,0.7901234567901234,0.7884790475715131
pc,CNN,0.7950617283950617,0.7995268407795574,0.7950617283950617,0.7957157907430812
